InvoiceDate,InvoiceSaleID,Department,CustomerID,Remarks,InvoiceAmount,FullyPaid,PartlyPaid,Transactions,AmountPaid,AmountDue,PaidPercent,LastPayment,DaysToPay
2021-07-16 00:00:00.000000,007ce780-37a6-4b5e-a1bb-4b8e896b8a7f,0,e5853278-baff-433e-d924-08d90e317ade,,54000.0,True,False,"[(Timestamp('2021-07-16 00:00:00'), 54000.0)]",54000.0,0.0,100.0,2021-07-16 00:00:00.000000,0
2021-09-02 00:00:00.000000,0080ce20-2b58-42d7-bd63-62ddedf6e6a9,0,54bb5d91-71a4-469a-d922-08d90e317ade,,3170000.0,True,False,"[(Timestamp('2021-09-02 00:00:00'), 3170000.0)]",3170000.0,0.0,100.0,2021-09-02 00:00:00.000000,0
2021-05-04 00:00:00.000000,00865029-8e10-454a-9781-7b09bc21aa7d,0,d9c5771d-e514-4fd0-a464-d2f7a88d3a7f,,211500.0,True,False,"[(Timestamp('2021-07-13 00:00:00'), 211500.0)]",211500.0,0.0,100.0,2021-07-13 00:00:00.000000,70
2021-07-07 00:00:00.000000,00af1cc9-48bb-4b24-b3d5-211a40c750a4,0,473d83fd-e202-4f9f-a0aa-3565a4f54432,,374900.0,False,True,"[(Timestamp('2021-07-07 00:00:00'), 250000.0), (Timestamp('2021-08-26 00:00:00'), 46000.0), (Timestamp('2021-09-14 00:00:00'), 32250.0), (Timestamp('2021-11-28 00:00:00'), 18250.0)]",346500.0,28400.0,92.4246465724193,2021-11-28 00:00:00.000000,
2021-06-07 00:00:00.000000,00d3cf98-f30d-43d3-b08b-dbaf88974b27,2,18cc9579-5202-4a08-e770-08d8540dc0ba,,1000000.0,True,False,"[(Timestamp('2021-06-07 00:00:00'), 1000000.0)]",1000000.0,0.0,100.0,2021-06-07 00:00:00.000000,0
2021-05-21 00:00:00.000000,00db27da-4246-4097-b013-1a4801e4337a,2,f86f8f6f-cd22-41c8-34c9-08d82f1de391,Kindly approve sir.,320000.0,True,False,"[(Timestamp('2021-05-21 00:00:00'), 320000.0)]",320000.0,0.0,100.0,2021-05-21 00:00:00.000000,0
2021-08-31 14:30:16.149501,00eafe4e-4c55-45cd-9652-58a35dfebf99,0,f44ffc81-b90b-4ab7-8532-5c7ba6a22455,Please send it's urgent thanks,242000.0,True,False,"[(Timestamp('2021-09-23 00:00:00'), 242000.0)]",242000.0,0.0,100.0,2021-09-23 00:00:00.000000,22
2022-01-28 00:00:00.000000,00f44824-2ca6-4a41-a8aa-92902b9a816c,0,15b38ff6-f1f5-4f08-2ce1-08d9235def0f,Kindly approve,4650000.0,True,False,"[(Timestamp('2022-01-28 00:00:00'), 4650000.0)]",4650000.0,0.0,100.0,2022-01-28 00:00:00.000000,0
2021-05-14 10:45:04.409932,010ed407-adf1-4652-95b1-4c30924aa7ae,2,83227ca0-4b0f-42b1-8034-3a29dae99a36,,33750.0,True,False,"[(Timestamp('2021-06-18 00:00:00'), 33750.0)]",33750.0,0.0,100.0,2021-06-18 00:00:00.000000,34
2021-03-24 00:00:00.000000,0112b842-f3b2-49b3-88ae-fb788aed3bb9,0,473d83fd-e202-4f9f-a0aa-3565a4f54432,,90750.0,False,True,"[(Timestamp('2021-05-25 00:00:00'), 80250.0)]",80250.0,10500.0,88.42975206611571,2021-05-25 00:00:00.000000,
2021-05-18 00:00:00.000000,0116e420-9b5a-4e78-9d99-2ef0b5b50d2e,2,a9c65496-84aa-4f30-8441-8fd994426ace,,299575.0,False,True,"[(Timestamp('2021-05-18 00:00:00'), 141070.0), (Timestamp('2021-06-01 00:00:00'), 55200.0)]",196270.0,103305.0,65.51614787615789,2021-06-01 00:00:00.000000,
2021-02-11 00:00:00.000000,0124a765-08f3-46a2-90a8-b042bae40597,2,2ee42ca3-3508-4e25-0c35-08d8615dff18,"cheque of 355,000",343425.0,True,False,"[(Timestamp('2021-02-11 00:00:00'), 45000.0), (Timestamp('2021-03-31 00:00:00'), 285000.0), (Timestamp('2021-08-25 00:00:00'), 13425.0)]",343425.0,0.0,100.0,2021-08-25 00:00:00.000000,195
2021-07-16 00:00:00.000000,0129581e-8286-4aa9-897e-40645452cf42,2,f86f8f6f-cd22-41c8-34c9-08d82f1de391,,800000.0,True,False,"[(Timestamp('2021-07-16 00:00:00'), 800000.0)]",800000.0,0.0,100.0,2021-07-16 00:00:00.000000,0
2021-11-30 09:28:59.331967,012fc0f9-c06e-44bc-aa73-06ef79ccc9bd,2,c74b0231-500c-4a61-8031-04f5a71fdb4f,Kindly approve sir.,5335.0,False,True,"[(Timestamp('2021-12-01 00:00:00'), 5306.19)]",5306.19,28.8100000000004,99.45998125585753,2021-12-01 00:00:00.000000,0
2021-01-18 00:00:00.000000,0136fac8-f268-43cb-907a-a6d2a67ca8c4,2,cee4415d-2bf6-4cdf-adc9-5ea45f5780d2,,1000000.0,True,False,"[(Timestamp('2021-01-18 00:00:00'), 1000000.0)]",1000000.0,0.0,100.0,2021-01-18 00:00:00.000000,0
2021-07-02 00:00:00.000000,014ce33c-ae4a-4d5b-82e4-9d8822bff6f4,0,eb35d825-002d-4ee3-aec6-769d7548ebbf,Please sir send it's urgent thanks,200000.0,True,False,"[(Timestamp('2021-07-02 00:00:00'), 200000.0)]",200000.0,0.0,100.0,2021-07-02 00:00:00.000000,0
2021-04-17 00:00:00.000000,0151c973-86d9-4b66-ae74-c6da17e6f8b0,0,b5b416ae-5942-418a-312c-08d8e48fa4e7,,300000.0,True,False,"[(Timestamp('2021-04-17 00:00:00'), 300000.0)]",300000.0,0.0,100.0,2021-04-17 00:00:00.000000,0
2021-03-31 00:00:00.000000,0151fcdf-98c9-4e79-a5b9-713105cd1efe,2,927e8734-05d0-4118-0a05-08d828cd2443,,162900.0,False,True,"[(Timestamp('2021-04-19 00:00:00'), 160000.0)]",160000.0,2900.0,98.21976672805403,2021-04-19 00:00:00.000000,
2021-08-23 16:02:04.390132,01525abd-d136-473a-9006-7e832b99f3e9,0,ae0075d0-169f-4c7c-0e39-08d966361f01,,45250.0,True,False,"[(Timestamp('2021-08-24 00:00:00'), 39000.0)]",39000.0,6250.0,86.1878453038674,2021-08-24 00:00:00.000000,
2021-12-22 00:00:00.000000,017d14f2-ba99-4cb8-810f-505c0aac6308,2,ef29270b-4186-495c-9108-497b1f6bc403,,24610.0,True,False,"[(Timestamp('2021-12-22 00:00:00'), 24610.0)]",24610.0,0.0,100.0,2021-12-22 00:00:00.000000,0
2021-12-15 13:00:38.404790,018be91e-d997-48bb-a0e3-8ea98975de62,2,a70e0750-951b-45af-aafe-08d8952db98b,Kindly approve sir.,400000.0,True,False,"[(Timestamp('2022-01-04 00:00:00'), 400000.0)]",400000.0,0.0,100.0,2022-01-04 00:00:00.000000,19
2021-08-20 11:01:03.327144,01b23eaf-43b8-4877-ad72-f153684ae676,0,35359040-5a6e-462d-a062-cdb5ba54055a,,1057500.0,True,False,"[(Timestamp('2021-08-06 00:00:00'), 763900.0), (Timestamp('2021-11-14 00:00:00'), 293600.0)]",1057500.0,0.0,100.0,2021-11-14 00:00:00.000000,85
2021-07-12 09:30:07.176655,01bf75fd-5252-40d0-8b32-5aed00f9e908,0,41c365f1-2015-4ee3-dc80-08d88154e04c,,193500.0,True,False,"[(Timestamp('2021-09-17 00:00:00'), 193500.0)]",193500.0,0.0,100.0,2021-09-17 00:00:00.000000,66
2021-03-15 00:00:00.000000,01c54581-09ef-4ee1-87f2-03c0961e1b81,0,171a3bc0-9072-407a-dc82-08d88154e04c,,840060.0,False,True,"[(Timestamp('2021-03-15 00:00:00'), 840000.0)]",840000.0,60.0,99.99285765302479,2021-03-15 00:00:00.000000,0
2021-09-20 00:00:00.000000,01e19e58-57f6-4754-b1ee-7df668759fb0,2,8b5e576d-2733-4fe6-be0c-fc22aa93ea39,,1669200.0,True,False,"[(Timestamp('2021-09-20 00:00:00'), 1484200.0), (Timestamp('2021-10-13 00:00:00'), 185000.0)]",1669200.0,0.0,100.0,2021-10-13 00:00:00.000000,23
2021-08-25 11:17:06.662971,01e6f919-39ef-40fa-941b-425034101147,0,568d183a-b37b-4f03-0e3d-08d966361f01,,200000.0,True,False,"[(Timestamp('2021-08-27 00:00:00'), 200000.0)]",200000.0,0.0,100.0,2021-08-27 00:00:00.000000,1
2021-12-22 00:00:00.000000,01efb645-5859-45f3-aa54-151b6e3fd31a,0,22100da8-2dc0-4c37-925c-08d9ba2ebb13,,360000.0,True,False,"[(Timestamp('2021-12-22 00:00:00'), 360000.0)]",360000.0,0.0,100.0,2021-12-22 00:00:00.000000,0
2021-08-27 00:00:00.000000,01f58e51-e4c6-4a6e-925a-ccb68ff4fbd0,0,5d767abd-dec6-4c8d-8d20-4aac3bf781c3,Kindly approve ,23500.0,True,False,"[(Timestamp('2021-08-27 00:00:00'), 23500.0)]",23500.0,0.0,100.0,2021-08-27 00:00:00.000000,0
2021-09-23 14:47:16.831050,01f68ee4-8078-4094-b769-22096587a45f,0,658b43d9-3f78-430f-bd57-3593c47b4377,,570000.0,True,False,"[(Timestamp('2021-10-12 00:00:00'), 570000.0)]",570000.0,0.0,100.0,2021-10-12 00:00:00.000000,18
2021-02-11 00:00:00.000000,01fc99f9-4e84-4fee-984e-af8c6808db8e,2,5f651449-ec36-4323-a4aa-712f9f508fdc,,1000000.0,True,False,"[(Timestamp('2021-02-11 00:00:00'), 500000.0), (Timestamp('2021-10-25 00:00:00'), 78500.0), (Timestamp('2021-12-02 00:00:00'), 421500.0)]",1000000.0,0.0,100.0,2021-12-02 00:00:00.000000,294
2021-12-22 00:00:00.000000,0219a0b9-1db5-4c24-82fb-5feac4ae08df,0,7dba6e82-f9dc-4a89-8fa3-3567b70058fa,,90000.0,True,False,"[(Timestamp('2021-12-22 00:00:00'), 90000.0)]",90000.0,0.0,100.0,2021-12-22 00:00:00.000000,0
2021-05-14 00:00:00.000000,0228062b-94e1-4088-a301-69277ddf93d7,2,fab64ef3-09f0-4c33-e767-08d8540dc0ba,,1300000.0,True,False,"[(Timestamp('2021-05-14 00:00:00'), 1300000.0)]",1300000.0,0.0,100.0,2021-05-14 00:00:00.000000,0
2021-05-24 12:43:40.050076,02318a59-9a2b-4cc2-b92b-4180739226b1,0,be94d7b5-b08f-406e-7342-08d88610421d,,117500.0,True,False,"[(Timestamp('2021-06-18 00:00:00'), 117500.0)]",117500.0,0.0,100.0,2021-06-18 00:00:00.000000,24
2021-03-17 00:00:00.000000,0271fabb-2cb8-4774-82d8-53a68a1eafb5,2,5668d545-cde7-45d1-3124-08d8e48fa4e7,Kindly approve sir.,4500.0,False,True,"[(Timestamp('2021-03-17 00:00:00'), 4475.7)]",4475.7,24.300000000000182,99.46,2021-03-17 00:00:00.000000,0
2021-12-23 00:00:00.000000,027766d2-ad59-4009-9182-b2a9fce8b5b1,0,54e06761-3929-4fa3-9b38-08d9c47df280,,90000.0,True,False,"[(Timestamp('2021-12-23 00:00:00'), 90000.0)]",90000.0,0.0,100.0,2021-12-23 00:00:00.000000,0
2021-02-22 09:01:48.730184,02835286-4e3e-49f2-937b-7738dc23dc7a,0,12973d5f-950a-4162-b317-bf9249cdff2d,,750000.0,True,False,"[(Timestamp('2021-02-26 00:00:00'), 750000.0)]",750000.0,0.0,100.0,2021-02-26 00:00:00.000000,3
2021-01-18 00:00:00.000000,0283c4c3-f3cd-442b-894a-f830201cc0f0,2,a70e0750-951b-45af-aafe-08d8952db98b,,4125000.0,True,False,"[(Timestamp('2021-01-06 00:00:00'), 390550.0), (Timestamp('2021-01-18 00:00:00'), 391875.0), (Timestamp('2021-01-25 00:00:00'), 2755000.0)]",3537425.0,587575.0,85.75575757575757,2021-01-25 00:00:00.000000,
2021-05-19 00:00:00.000000,02939c4f-fa63-42e7-b07a-92df454b8666,2,01eb0dd4-99ac-413d-e76d-08d8540dc0ba,,500000.0,True,False,"[(Timestamp('2021-05-19 00:00:00'), 500000.0)]",500000.0,0.0,100.0,2021-05-19 00:00:00.000000,0
2021-10-21 11:34:33.242891,029bc79a-bbc6-45d6-98f0-7c8774188f9e,0,78737a07-2da3-4cdd-5d98-08d98982e112,"10 packs of Glucodix 500mg ER
5 packs of Co-duretics 
3 packs of Cod- Artovastatin 10mg x 100",29475.0,True,False,"[(Timestamp('2021-11-10 00:00:00'), 29475.0)]",29475.0,0.0,100.0,2021-11-10 00:00:00.000000,19
2021-03-17 13:18:15.100006,029f3a5d-b810-43f4-af60-45775f955c05,0,925e42a9-fa6e-4891-bc1f-976e5ad968d6,,320000.0,True,False,"[(Timestamp('2021-03-22 00:00:00'), 320000.0)]",320000.0,0.0,100.0,2021-03-22 00:00:00.000000,4
2021-10-25 08:54:41.115576,02da167c-9bc3-4e7f-a334-13a19ee85d3d,0,833d9587-34e2-4d01-bd79-a4d5620d963d,,809050.0,True,False,"[(Timestamp('2021-12-16 00:00:00'), 809050.0)]",809050.0,0.0,100.0,2021-12-16 00:00:00.000000,51
2021-04-22 10:19:00.492701,02e3334a-dd72-4fd3-b096-d18fdf474813,2,b82f5f2b-2a31-4d8d-8624-08d9055e1f18,,2250000.0,True,False,"[(Timestamp('2021-06-16 00:00:00'), 2250000.0)]",2250000.0,0.0,100.0,2021-06-16 00:00:00.000000,54
2021-05-26 10:51:40.140135,02e57306-6389-4c1f-8450-f129868539db,2,530fdbf3-45b9-4947-0a0a-08d828cd2443,,16875.0,True,False,"[(Timestamp('2021-06-18 00:00:00'), 16875.0)]",16875.0,0.0,100.0,2021-06-18 00:00:00.000000,22
2021-02-01 00:00:00.000000,02f0e999-b68a-4b67-ae8e-2aa7ef9c5ce1,0,bcf0b075-a722-4c05-dc85-08d88154e04c,,297000.0,True,False,"[(Timestamp('2021-02-01 00:00:00'), 7000.0), (Timestamp('2021-02-22 00:00:00'), 290000.0)]",297000.0,0.0,100.0,2021-02-22 00:00:00.000000,21
2021-09-08 00:00:00.000000,02fb8797-95af-429f-bc2b-1bc2470dcc53,0,54328c6a-fadb-4041-d92e-08d90e317ade,,100000.0,True,False,"[(Timestamp('2021-09-08 00:00:00'), 100000.0)]",100000.0,0.0,100.0,2021-09-08 00:00:00.000000,0
2021-02-04 00:00:00.000000,02fca9ab-5c86-4a99-af68-8fa370fb0512,0,03641347-d213-40f4-9eaf-68c574d262c9,,420000.0,True,False,"[(Timestamp('2021-02-04 00:00:00'), 420000.0)]",420000.0,0.0,100.0,2021-02-04 00:00:00.000000,0
2021-01-15 00:00:00.000000,030b2838-ad06-4677-9448-6155e17f675d,2,31a78966-e598-4bd2-bdc0-08d8b79bfe1b,,17500000.0,True,False,"[(Timestamp('2021-01-23 00:00:00'), 10000000.0), (Timestamp('2021-01-25 00:00:00'), 7500000.0)]",17500000.0,0.0,100.0,2021-01-25 00:00:00.000000,10
2021-10-07 13:42:03.210672,0325c4be-ddf4-49d1-8359-519cd872317c,0,cb736348-a8f3-42c3-d920-08d90e317ade,,247500.0,True,False,"[(Timestamp('2021-12-16 00:00:00'), 247500.0)]",247500.0,0.0,100.0,2021-12-16 00:00:00.000000,69
2021-08-05 00:00:00.000000,0340d038-cda5-49b9-b1b0-199544412ee8,0,463cc3f0-1651-40e2-18b1-08d957f59f75,,500000.0,True,False,"[(Timestamp('2021-08-05 00:00:00'), 500000.0)]",500000.0,0.0,100.0,2021-08-05 00:00:00.000000,0
2021-12-23 00:00:00.000000,034c21e1-bf74-47b3-ae85-f9539e4dc910,2,96a9297b-d303-4a07-9d94-2f1ac374659e,,9000.0,True,False,"[(Timestamp('2021-12-23 00:00:00'), 9000.0)]",9000.0,0.0,100.0,2021-12-23 00:00:00.000000,0
2021-10-14 00:00:00.000000,038632e5-01e8-4e40-b5e2-c805f960c854,0,1fa9806f-4ef7-458e-9fe7-549dce83d341,,53350.0,False,True,"[(Timestamp('2021-10-14 00:00:00'), 27645.0)]",27645.0,25705.0,51.81818181818182,2021-10-14 00:00:00.000000,
2022-01-06 00:00:00.000000,038e284b-6317-4a60-9121-feafd3bbcfc5,2,a760168e-461a-481b-95dc-08d9d1026b2f,,180000.0,True,False,"[(Timestamp('2022-01-06 00:00:00'), 180000.0)]",180000.0,0.0,100.0,2022-01-06 00:00:00.000000,0
2021-07-28 14:06:40.876758,03b88bee-2677-43e3-b7ac-e86a6b0b1c2d,0,2080a38c-5a9c-4fb3-adc0-825fc269e1ea,,100125.0,True,False,"[(Timestamp('2021-08-13 00:00:00'), 100125.0)]",100125.0,0.0,100.0,2021-08-13 00:00:00.000000,15
2021-09-21 00:00:00.000000,03d20eaf-4d0d-4318-94b8-ff37723aaf8a,2,15b04635-ae93-401f-14c3-08d8fe54e421,,3170000.0,True,False,"[(Timestamp('2021-09-17 00:00:00'), 1300000.0), (Timestamp('2021-09-21 00:00:00'), 1000000.0)]",2300000.0,870000.0,72.55520504731862,2021-09-21 00:00:00.000000,
2021-09-15 12:15:54.607523,03d2d0d6-6544-4b86-89c7-6b5cd28bd3ac,0,54d2ac4a-c973-4774-8f1e-e8b234de2c97,,315000.0,False,True,"[(Timestamp('2021-10-21 00:00:00'), 240000.0)]",240000.0,75000.0,76.19047619047619,2021-10-21 00:00:00.000000,
2021-12-20 14:54:17.418522,03d7506e-3529-4a51-b408-057908d1d9c7,0,6e1bbe35-9860-4d7c-8c61-2bd24cff7728,,103400.0,True,False,"[(Timestamp('2021-12-30 00:00:00'), 103400.0)]",103400.0,0.0,100.0,2021-12-30 00:00:00.000000,9
2021-02-25 00:00:00.000000,0402c1e6-5cd1-4265-88db-a42a2409b623,0,72377592-422b-4e2a-ab6c-cac5761e8448,Kindly approve Sir,1500000.0,True,False,"[(Timestamp('2021-02-25 00:00:00'), 1500000.0)]",1500000.0,0.0,100.0,2021-02-25 00:00:00.000000,0
2021-08-12 12:42:39.954914,040d0e4b-a811-4382-8e99-af9183a5beb4,0,ce474db5-e03e-49c6-e885-08d9191d868a,kindly approve ,1251000.0,True,False,"[(Timestamp('2021-08-27 00:00:00'), 1000.0), (Timestamp('2021-10-06 00:00:00'), 1249000.0)]",1250000.0,1000.0,99.92006394884093,2021-10-06 00:00:00.000000,54
2021-12-10 09:49:56.231106,04128138-8ab8-4c94-b495-208e3e562aee,0,434178da-6e12-4f6c-c006-08d8b8c62267,,90000.0,True,False,"[(Timestamp('2021-12-14 00:00:00'), 90000.0)]",90000.0,0.0,100.0,2021-12-14 00:00:00.000000,3
2021-03-24 00:00:00.000000,0430b9a8-9007-484a-8a38-1fc1f261f9e7,0,4c4b631c-a872-4bb5-80ea-2052bdd05ea8,,134000.0,False,True,"[(Timestamp('2021-03-24 00:00:00'), 118000.0)]",118000.0,16000.0,88.05970149253731,2021-03-24 00:00:00.000000,
2021-12-22 00:00:00.000000,043b6b37-2937-404d-a491-a77a6bdde31a,0,5d700647-7a1c-4329-9b37-08d9c47df280,,270000.0,False,True,"[(Timestamp('2021-12-22 00:00:00'), 190000.0)]",190000.0,80000.0,70.37037037037037,2021-12-22 00:00:00.000000,
2021-07-13 00:00:00.000000,043ba51d-e3d4-45e3-aaeb-a34c913be75d,2,523d5b29-7e56-49f6-ff47-08d8bd436201,,1075000.0,True,False,"[(Timestamp('2021-07-13 00:00:00'), 1075000.0)]",1075000.0,0.0,100.0,2021-07-13 00:00:00.000000,0
2021-01-15 00:00:00.000000,0464bb2a-d384-4ec3-b7b7-acedd0d485ee,2,a70e0750-951b-45af-aafe-08d8952db98b,,412500.0,True,False,"[(Timestamp('2021-01-15 00:00:00'), 412500.0)]",412500.0,0.0,100.0,2021-01-15 00:00:00.000000,0
2021-02-28 00:00:00.000000,046e269a-7e5a-489a-a5b3-5bea1a3646d6,0,e37021d4-5b39-421d-af40-621907a288a8,Kindly approve ,117500.0,True,False,"[(Timestamp('2021-02-28 00:00:00'), 75000.0), (Timestamp('2021-06-04 00:00:00'), 42500.0)]",117500.0,0.0,100.0,2021-06-04 00:00:00.000000,96
2021-09-07 13:04:55.298335,047da7fd-f756-4f4c-8b6b-9be452856686,0,48fd64b6-c8a4-450f-1e8c-08d85af19aee,,225000.0,False,True,"[(Timestamp('2021-10-08 00:00:00'), 40000.0), (Timestamp('2022-01-19 00:00:00'), 13500.0)]",53500.0,171500.0,23.77777777777778,2022-01-19 00:00:00.000000,
2021-10-26 11:58:56.284218,0497957d-eb98-4ca3-b17a-98b8df86012d,2,1c8b5205-ab68-48fa-a9b0-9bd25eaab0e1,,39600.0,True,False,"[(Timestamp('2021-10-26 00:00:00'), 33995.0), (Timestamp('2021-11-01 00:00:00'), 5605.0)]",39600.0,0.0,100.0,2021-11-01 00:00:00.000000,5
2021-02-18 00:00:00.000000,04be2694-e355-49b7-b473-cac1b866997e,0,9cf7a7a2-abf9-4be2-9ff8-28573d3048af,Kindly approve ,487500.0,False,True,"[(Timestamp('2021-02-18 00:00:00'), 470000.0), (Timestamp('2021-09-17 00:00:00'), 7500.0)]",477500.0,10000.0,97.94871794871794,2021-09-17 00:00:00.000000,
2021-03-19 00:00:00.000000,04dc9865-cfe3-46fd-b99a-422fa3923b2b,0,81504dac-14ce-4fda-8146-c5435cd00754,Good day sir please send it's urgent thanks,40000.0,True,False,"[(Timestamp('2021-03-19 00:00:00'), 40000.0)]",40000.0,0.0,100.0,2021-03-19 00:00:00.000000,0
2021-06-04 12:25:12.154949,04dcfae9-d578-4b29-a6da-a064da495076,0,5abd0ba9-62b8-49a5-a333-08d89aaa0a6d,,72000.0,True,False,"[(Timestamp('2021-05-28 00:00:00'), 40000.0), (Timestamp('2021-08-31 00:00:00'), 32000.0)]",72000.0,0.0,100.0,2021-08-31 00:00:00.000000,87
2021-05-06 00:00:00.000000,04e05cc5-16f3-4c6f-8a5b-e03d928646b8,0,48912e38-7de5-4b9b-d928-08d90e317ade,,100000.0,False,True,"[(Timestamp('2021-05-06 00:00:00'), 80000.0)]",80000.0,20000.0,80.0,2021-05-06 00:00:00.000000,
2021-01-28 00:00:00.000000,04e8705d-39be-4d2c-b23b-079cc7c98565,0,eb35d825-002d-4ee3-aec6-769d7548ebbf,Needed as soon as possible,420000.0,True,False,"[(Timestamp('2021-01-28 00:00:00'), 420000.0)]",420000.0,0.0,100.0,2021-01-28 00:00:00.000000,0
2021-05-31 00:00:00.000000,04f5a83b-cc9b-4554-95e0-5db0d534a04b,2,41d350e5-3964-4793-0c44-08d8615dff18,,1319000.0,False,True,"[(Timestamp('2021-05-03 00:00:00'), 1300000.0), (Timestamp('2021-05-31 00:00:00'), 16700.0), (Timestamp('2021-06-22 00:00:00'), 406.0)]",1317106.0,1894.0,99.85640636846097,2021-06-22 00:00:00.000000,22
2021-08-13 00:00:00.000000,0511fc9f-1889-4c10-a4d7-3345c7cf9913,0,ec825385-62dd-400d-a8db-08d8d97dc9b8,,100000.0,True,False,"[(Timestamp('2021-08-13 00:00:00'), 100000.0)]",100000.0,0.0,100.0,2021-08-13 00:00:00.000000,0
2021-08-23 10:57:52.701740,0518a33e-9ac4-4a21-b2b9-fddf7771abab,0,ef285299-af41-42cd-aad7-4036e4c530f9,Kindly approve Sir,315000.0,True,False,"[(Timestamp('2021-09-14 00:00:00'), 315000.0)]",315000.0,0.0,100.0,2021-09-14 00:00:00.000000,21
2021-08-12 00:00:00.000000,051da7b0-c756-4788-8c8b-1ec3905b9d69,0,dc3c32cb-6b98-4847-8be0-038d0f447f12,,156250.0,True,False,"[(Timestamp('2021-08-12 00:00:00'), 130950.0), (Timestamp('2021-08-17 00:00:00'), 25300.0)]",156250.0,0.0,100.0,2021-08-17 00:00:00.000000,5
2021-12-06 00:00:00.000000,055cfdd1-3c25-4111-8962-10265f23af5d,0,031abb23-b75a-47c0-7f8f-08d94c7663a3,,800000.0,True,False,"[(Timestamp('2021-12-06 00:00:00'), 800000.0)]",800000.0,0.0,100.0,2021-12-06 00:00:00.000000,0
2021-07-02 00:00:00.000000,0566f536-6f24-4a61-a019-e403c7b00d6e,0,c2f6b783-2eea-4503-0c3d-08d8615dff18,,6000000.0,True,False,"[(Timestamp('2021-07-02 00:00:00'), 6000000.0)]",6000000.0,0.0,100.0,2021-07-02 00:00:00.000000,0
